,time,code,open,high,low,close,volume
315,2013-04-25,000300.XSHG,2486.86,2505.48,2456.57,2467.88,6055792700.0
316,2013-04-26,000300.XSHG,2477.72,2488.59,2439.8,2447.31,4712337800.0
317,2013-05-02,000300.XSHG,2434.6,2453.75,2423.08,2449.64,4701608800.0
318,2013-05-03,000300.XSHG,2457.54,2521.12,2457.54,2492.91,6233009100.0
319,2013-05-06,000300.XSHG,2502.98,2533.86,2500.45,2525.98,6041878000.0
320,2013-05-07,000300.XSHG,2519.36,2539.3,2507.76,2529.94,5449064300.0
321,2013-05-08,000300.XSHG,2542.27,2562.01,2531.25,2542.8,5955429400.0
322,2013-05-09,000300.XSHG,2542.37,2543.3,2507.79,2527.79,6024014500.0
323,2013-05-10,000300.XSHG,2519.52,2546.97,2515.16,2540.84,4881672800.0
324,2013-05-13,000300.XSHG,2542.41,2547.6,2516.73,2530.77,5409214700.0
325,2013-05-14,000300.XSHG,2526.0,2526.14,2479.87,2493.34,5488006400.0
326,2013-05-15,000300.XSHG,2493.97,2507.43,2491.93,2506.93,4418966000.0
327,2013-05-16,000300.XSHG,2501.12,2553.06,2487.76,2552.71,7079618200.0
328,2013-05-17,000300.XSHG,2550.45,2598.71,2547.78,2592.05,8185080100.0
329,2013-05-20,000300.XSHG,2597.15,2627.62,2590.05,2609.61,8633780300.0
330,2013-05-21,000300.XSHG,2607.39,2617.4,2594.25,2614.85,7150599400.0
331,2013-05-22,000300.XSHG,2613.41,2630.07,2603.75,2618.03,7419181700.0
332,2013-05-23,000300.XSHG,2604.93,2624.08,2579.35,2582.85,8482537000.0
333,2013-05-24,000300.XSHG,2591.42,2608.35,2572.88,2597.23,6073966900.0
334,2013-05-27,000300.XSHG,2593.52,2611.97,2589.74,2599.59,6419508000.0
335,2013-05-28,000300.XSHG,2600.63,2644.36,2585.9,2644.36,8419611200.0
336,2013-05-29,000300.XSHG,2648.93,2661.23,2640.88,2642.56,7927770900.0
337,2013-05-30,000300.XSHG,2633.95,2647.44,2623.58,2634.32,7014636800.0
338,2013-05-31,000300.XSHG,2638.71,2645.57,2604.75,2606.43,6252853300.0
339,2013-06-03,000300.XSHG,2605.97,2625.94,2596.05,2602.62,5977446800.0
340,2013-06-04,000300.XSHG,2600.5,2600.5,2556.06,2565.67,6631575000.0
341,2013-06-05,000300.XSHG,2565.33,2570.03,2545.19,2560.54,4563719300.0
342,2013-06-06,000300.XSHG,2552.82,2557.68,2525.31,2527.84,5249652900.0
343,2013-06-07,000300.XSHG,2526.91,2538.89,2475.69,2484.16,6103089400.0
344,2013-06-13,000300.XSHG,2448.72,2448.72,2375.2,2399.94,6973006600.0
345,2013-06-14,000300.XSHG,2404.42,2420.36,2396.49,2416.77,5596453400.0
346,2013-06-17,000300.XSHG,2422.76,2427.53,2394.39,2403.84,5039571100.0
347,2013-06-18,000300.XSHG,2413.09,2424.2,2393.32,2418.74,4863037900.0
348,2013-06-19,000300.XSHG,2408.28,2408.28,2366.35,2400.76,5434626000.0
349,2013-06-20,000300.XSHG,2386.1,2386.1,2320.23,2321.47,5520102000.0
350,2013-06-21,000300.XSHG,2283.15,2332.84,2269.57,2317.39,5870579800.0
351,2013-06-24,000300.XSHG,2308.07,2308.07,2164.32,2171.21,8659725900.0
352,2013-06-25,000300.XSHG,2146.05,2169.21,2023.17,2165.42,10755488200.0
353,2013-06-26,000300.XSHG,2170.33,2181.02,2131.86,2168.3,7925642600.0
354,2013-06-27,000300.XSHG,2172.85,2200.21,2153.18,2160.74,7540675300.0
355,2013-06-28,000300.XSHG,2149.03,2227.46,2139.37,2200.64,7945132700.0
356,2013-07-01,000300.XSHG,2187.09,2213.97,2166.35,2213.32,5772622700.0
357,2013-07-02,000300.XSHG,2211.8,2226.11,2191.8,2221.98,6183885000.0
358,2013-07-03,000300.XSHG,2211.04,2211.04,2169.14,2203.83,6583602200.0
359,2013-07-04,000300.XSHG,2187.18,2245.91,2176.08,2221.98,7258114500.0
360,2013-07-05,000300.XSHG,2227.35,2252.03,2225.05,2226.85,6182177500.0
361,2013-07-08,000300.XSHG,2194.42,2205.21,2162.19,2163.62,5478249300.0
362,2013-07-09,000300.XSHG,2160.7,2174.79,2149.79,2162.67,4149443300.0
363,2013-07-10,000300.XSHG,2163.1,2224.14,2157.47,2224.07,6114978100.0
364,2013-07-11,000300.XSHG,2232.16,2351.22,2232.16,2326.69,12579319200.0
365,2013-07-12,000300.XSHG,2319.02,2331.99,2274.07,2275.37,8973308200.0
366,2013-07-15,000300.XSHG,2289.76,2336.04,2274.67,2307.3,7475788400.0
367,2013-07-16,000300.XSHG,2300.83,2317.85,2281.94,2317.85,6562415700.0
368,2013-07-17,000300.XSHG,2311.44,2326.93,2281.61,2282.84,6765524800.0
369,2013-07-18,000300.XSHG,2272.95,2282.43,2241.93,2245.33,5714429200.0
370,2013-07-19,000300.XSHG,2248.13,2257.92,2188.75,2190.48,7053528200.0
371,2013-07-22,000300.XSHG,2170.09,2203.06,2159.81,2202.19,5328349500.0
372,2013-07-23,000300.XSHG,2211.59,2276.74,2206.76,2265.84,7480973100.0
373,2013-07-24,000300.XSHG,2253.38,2265.58,2217.19,2249.15,6959230700.0
374,2013-07-25,000300.XSHG,2255.22,2268.84,2227.85,2237.68,6577431600.0
375,2013-07-26,000300.XSHG,2226.43,2238.42,2209.81,2224.01,4894109800.0
376,2013-07-29,000300.XSHG,2205.08,2205.08,2169.02,2175.97,5460092500.0
377,2013-07-30,000300.XSHG,2184.01,2221.59,2162.98,2189.39,5519362300.0
378,2013-07-31,000300.XSHG,2211.75,2235.38,2187.21,2193.02,4832705500.0
379,2013-08-01,000300.XSHG,2206.0,2245.56,2200.63,2245.36,6260399700.0
380,2013-08-02,000300.XSHG,2263.49,2274.71,2244.25,2247.26,6089089300.0
381,2013-08-05,000300.XSHG,2249.98,2278.33,2243.22,2278.33,5534215100.0
382,2013-08-06,000300.XSHG,2270.67,2302.48,2256.72,2293.64,7374689500.0
383,2013-08-07,000300.XSHG,2292.38,2313.88,2276.86,2280.62,7304869500.0
384,2013-08-08,000300.XSHG,2277.25,2297.63,2267.07,2276.78,5309843000.0
385,2013-08-09,000300.XSHG,2288.51,2301.59,2258.33,2286.01,6460001700.0
386,2013-08-12,000300.XSHG,2296.22,2352.89,2293.18,2352.79,9786321600.0
387,2013-08-13,000300.XSHG,2352.88,2360.83,2340.73,2359.07,7839363600.0
388,2013-08-14,000300.XSHG,2362.62,2386.6,2340.83,2349.08,7594212800.0
389,2013-08-15,000300.XSHG,2348.84,2362.09,2319.78,2321.58,6195185300.0
390,2013-08-16,000300.XSHG,2314.26,2423.08,2295.02,2304.14,12036956300.0
391,2013-08-19,000300.XSHG,2286.2,2340.19,2284.08,2331.43,7248322400.0
392,2013-08-20,000300.XSHG,2325.86,2353.41,2303.67,2312.47,7308634500.0
393,2013-08-21,000300.XSHG,2320.58,2321.64,2291.05,2308.59,5500738400.0
394,2013-08-22,000300.XSHG,2302.67,2329.14,2297.02,2303.93,5533810400.0
395,2013-08-23,000300.XSHG,2314.87,2321.04,2251.92,2286.93,6896713300.0
396,2013-08-26,000300.XSHG,2294.76,2336.38,2288.5,2335.62,7037104300.0
397,2013-08-27,000300.XSHG,2332.8,2345.11,2322.46,2340.88,6599033300.0
398,2013-08-28,000300.XSHG,2326.1,2345.36,2307.04,2328.06,8925617400.0
399,2013-08-29,000300.XSHG,2338.56,2342.32,2308.14,2318.31,6608541500.0
400,2013-08-30,000300.XSHG,2315.91,2334.41,2303.61,2313.91,8765451500.0
401,2013-09-02,000300.XSHG,2319.96,2329.87,2297.45,2320.34,7951024900.0
402,2013-09-03,000300.XSHG,2326.23,2354.86,2321.3,2354.5,8055400500.0
403,2013-09-04,000300.XSHG,2352.54,2360.66,2345.44,2350.7,7872576300.0
404,2013-09-05,000300.XSHG,2350.93,2351.22,2336.75,2341.74,6295138300.0
405,2013-09-06,000300.XSHG,2336.77,2361.18,2335.93,2357.78,7334011600.0
406,2013-09-09,000300.XSHG,2374.26,2449.25,2372.69,2440.61,14988964000.0
407,2013-09-10,000300.XSHG,2446.45,2475.2,2435.83,2474.89,15485599200.0
408,2013-09-11,000300.XSHG,2483.79,2504.47,2471.62,2482.89,16691497400.0
409,2013-09-12,000300.XSHG,2480.47,2527.38,2469.72,2507.45,14517317500.0
410,2013-09-13,000300.XSHG,2502.54,2515.78,2481.45,2488.9,11077504900.0
411,2013-09-16,000300.XSHG,2501.08,2503.69,2467.13,2478.39,10538328200.0
412,2013-09-17,000300.XSHG,2480.81,2481.71,2426.46,2427.32,9945998200.0
413,2013-09-18,000300.XSHG,2426.04,2439.63,2407.24,2432.51,7104075900.0
414,2013-09-23,000300.XSHG,2441.52,2473.16,2439.99,2472.29,8012835200.0
415,2013-09-24,000300.XSHG,2470.72,2470.75,2420.09,2443.89,9785301300.0
416,2013-09-25,000300.XSHG,2440.84,2455.04,2423.28,2429.03,9051841800.0
417,2013-09-26,000300.XSHG,2422.63,2422.63,2382.53,2384.44,8623677000.0
418,2013-09-27,000300.XSHG,2382.22,2402.2,2379.86,2394.97,6597150800.0
419,2013-09-30,000300.XSHG,2406.2,2415.07,2397.22,2409.04,5951399200.0
420,2013-10-08,000300.XSHG,2406.41,2446.7,2392.57,2441.81,8478550600.0
421,2013-10-09,000300.XSHG,2432.94,2453.75,2424.77,2453.58,7627764500.0
422,2013-10-10,000300.XSHG,2455.64,2455.98,2422.02,2429.32,9032970600.0
423,2013-10-11,000300.XSHG,2442.36,2471.16,2439.63,2468.51,9338826100.0
424,2013-10-14,000300.XSHG,2472.27,2483.13,2462.55,2472.54,10008130100.0
425,2013-10-15,000300.XSHG,2475.32,2479.13,2449.42,2467.52,8917349600.0
426,2013-10-16,000300.XSHG,2459.08,2459.08,2409.72,2421.37,8897983400.0
427,2013-10-17,000300.XSHG,2432.64,2440.92,2407.78,2413.33,7122247400.0
428,2013-10-18,000300.XSHG,2415.12,2435.71,2410.6,2426.05,6029163000.0
429,2013-10-21,000300.XSHG,2431.91,2472.78,2423.56,2471.32,8490979500.0
430,2013-10-22,000300.XSHG,2470.26,2470.26,2439.86,2445.89,9070302900.0
431,2013-10-23,000300.XSHG,2451.56,2474.37,2412.48,2418.49,9154535500.0
432,2013-10-24,000300.XSHG,2412.24,2422.94,2395.47,2400.51,6456082100.0
433,2013-10-25,000300.XSHG,2400.52,2413.33,2353.99,2368.56,7707018200.0
434,2013-10-28,000300.XSHG,2372.57,2377.25,2351.86,2365.95,6287615200.0
435,2013-10-29,000300.XSHG,2369.22,2408.62,2327.9,2372.05,10673783300.0
436,2013-10-30,000300.XSHG,2371.85,2407.85,2365.51,2407.47,9217812600.0
437,2013-10-31,000300.XSHG,2398.39,2398.39,2370.23,2373.72,8273696400.0
438,2013-11-01,000300.XSHG,2373.96,2395.01,2365.15,2384.96,6305576200.0
439,2013-11-04,000300.XSHG,2397.21,2404.9,2376.36,2380.45,5179846100.0
440,2013-11-05,000300.XSHG,2366.88,2385.69,2343.8,2383.77,6208448800.0
441,2013-11-06,000300.XSHG,2371.32,2383.54,2352.79,2353.57,6377666300.0
442,2013-11-07,000300.XSHG,2351.87,2356.67,2328.25,2340.55,5482174700.0
443,2013-11-08,000300.XSHG,2329.08,2342.67,2306.04,2307.95,5378850800.0
444,2013-11-11,000300.XSHG,2305.94,2325.23,2295.0,2315.89,4573945700.0
445,2013-11-12,000300.XSHG,2319.36,2342.53,2316.6,2340.0,5268754500.0
446,2013-11-13,000300.XSHG,2325.36,2325.56,2287.55,2288.12,5984883100.0
447,2013-11-14,000300.XSHG,2291.27,2305.7,2279.01,2304.5,5731035600.0
448,2013-11-15,000300.XSHG,2306.55,2377.21,2306.55,2350.73,8639177100.0
449,2013-11-18,000300.XSHG,2367.88,2429.57,2361.04,2428.9,11003463300.0
450,2013-11-19,000300.XSHG,2427.93,2427.93,2405.08,2412.16,7864829600.0
451,2013-11-20,000300.XSHG,2428.77,2435.43,2406.42,2424.85,7229180100.0
452,2013-11-21,000300.XSHG,2412.45,2415.38,2382.88,2409.99,8770667700.0
453,2013-11-22,000300.XSHG,2415.29,2419.0,2393.58,2397.96,7500067500.0
454,2013-11-25,000300.XSHG,2385.78,2418.85,2380.69,2388.63,6614473400.0
455,2013-11-26,000300.XSHG,2387.83,2399.02,2380.41,2387.42,5918586400.0
456,2013-11-27,000300.XSHG,2386.36,2422.81,2383.78,2414.48,7529408800.0
457,2013-11-28,000300.XSHG,2419.15,2460.56,2417.24,2439.53,9066040600.0
458,2013-11-29,000300.XSHG,2442.68,2446.39,2432.39,2438.94,6180374600.0
459,2013-12-02,000300.XSHG,2423.97,2464.86,2397.01,2418.79,11965512300.0
460,2013-12-03,000300.XSHG,2410.69,2448.33,2406.66,2442.78,7445575200.0
461,2013-12-04,000300.XSHG,2439.82,2486.64,2434.69,2475.14,10265023500.0
462,2013-12-05,000300.XSHG,2476.45,2481.75,2460.58,2468.2,7770893200.0
463,2013-12-06,000300.XSHG,2463.04,2470.81,2445.62,2452.29,6611408900.0
464,2013-12-09,000300.XSHG,2460.03,2468.95,2445.94,2450.87,5716488400.0
465,2013-12-10,000300.XSHG,2456.23,2466.66,2444.53,2453.32,6694142400.0
466,2013-12-11,000300.XSHG,2440.5,2440.5,2400.74,2412.76,6807514400.0
467,2013-12-12,000300.XSHG,2406.77,2423.31,2402.77,2410.01,5014771900.0
468,2013-12-13,000300.XSHG,2388.66,2416.26,2386.25,2406.64,5150119600.0
469,2013-12-16,000300.XSHG,2408.68,2412.73,2367.43,2367.92,6458167400.0
470,2013-12-17,000300.XSHG,2369.26,2373.29,2351.18,2356.38,4848389100.0
471,2013-12-18,000300.XSHG,2356.7,2368.58,2350.45,2357.23,4001520700.0
472,2013-12-19,000300.XSHG,2366.2,2370.99,2331.19,2332.41,4809568000.0
473,2013-12-20,000300.XSHG,2335.05,2338.88,2278.1,2278.14,6520420700.0
474,2013-12-23,000300.XSHG,2283.8,2295.76,2259.57,2284.6,4558028500.0
475,2013-12-24,000300.XSHG,2291.13,2312.83,2270.24,2288.25,4559916800.0
476,2013-12-25,000300.XSHG,2291.75,2305.61,2281.6,2305.11,4400532600.0
477,2013-12-26,000300.XSHG,2299.97,2301.49,2263.92,2265.33,5149756300.0
478,2013-12-27,000300.XSHG,2268.53,2315.18,2264.39,2303.48,5338915700.0
479,2013-12-30,000300.XSHG,2313.38,2316.62,2295.64,2299.46,4841430800.0
480,2013-12-31,000300.XSHG,2289.01,2333.07,2287.12,2330.03,5663107000.0
481,2014-01-02,000300.XSHG,2323.43,2325.99,2310.65,2321.98,4519429100.0
482,2014-01-03,000300.XSHG,2311.97,2314.84,2280.89,2290.78,5978264500.0
483,2014-01-06,000300.XSHG,2286.37,2286.37,2229.33,2238.64,6630040300.0
484,2014-01-07,000300.XSHG,2222.31,2246.79,2218.65,2238.0,4375310300.0
485,2014-01-08,000300.XSHG,2240.64,2262.58,2228.42,2241.91,5134885400.0
486,2014-01-09,000300.XSHG,2236.97,2258.89,2220.8,2222.22,5598704100.0
487,2014-01-10,000300.XSHG,2216.52,2224.49,2200.22,2204.85,5416929300.0
488,2014-01-13,000300.XSHG,2207.0,2222.07,2183.6,2193.68,5012277200.0
489,2014-01-14,000300.XSHG,2192.84,2214.12,2179.91,2212.85,5404994700.0
490,2014-01-15,000300.XSHG,2210.02,2215.9,2193.8,2208.94,4896239500.0
491,2014-01-16,000300.XSHG,2209.45,2227.26,2201.56,2211.84,5229890200.0
492,2014-01-17,000300.XSHG,2203.82,2205.97,2175.88,2178.49,5027315500.0
493,2014-01-20,000300.XSHG,2173.65,2182.46,2156.46,2165.99,4056015400.0
494,2014-01-21,000300.XSHG,2168.42,2197.92,2168.42,2187.41,4030624700.0
495,2014-01-22,000300.XSHG,2190.43,2244.13,2187.53,2243.8,7064137500.0
496,2014-01-23,000300.XSHG,2242.24,2248.92,2228.06,2231.89,5634595100.0
497,2014-01-24,000300.XSHG,2225.76,2257.36,2222.89,2245.68,6116767000.0
498,2014-01-27,000300.XSHG,2233.01,2233.23,2211.8,2215.92,7034424600.0
499,2014-01-28,000300.XSHG,2220.78,2233.26,2205.97,2219.86,5326913000.0
500,2014-01-29,000300.XSHG,2225.71,2233.06,2219.93,2227.78,5022271700.0
501,2014-01-30,000300.XSHG,2223.16,2223.16,2200.22,2202.45,4363230400.0
502,2014-02-07,000300.XSHG,2187.34,2212.5,2177.12,2212.48,5045931500.0
503,2014-02-10,000300.XSHG,2221.54,2270.19,2221.54,2267.53,8306571600.0
504,2014-02-11,000300.XSHG,2267.74,2296.52,2262.6,2285.56,9922982900.0
505,2014-02-12,000300.XSHG,2286.19,2294.32,2276.44,2291.25,7659216100.0
506,2014-02-13,000300.XSHG,2288.45,2307.47,2278.26,2279.55,9621778900.0
507,2014-02-14,000300.XSHG,2278.4,2295.85,2274.43,2295.57,6708299700.0
508,2014-02-17,000300.XSHG,2308.79,2315.58,2293.55,2311.65,8783166600.0
509,2014-02-18,000300.XSHG,2310.31,2310.31,2276.11,2282.44,8704974300.0
510,2014-02-19,000300.XSHG,2280.93,2317.42,2274.15,2308.66,9935256100.0
511,2014-02-20,000300.XSHG,2314.09,2331.7,2286.2,2287.44,10643953300.0
512,2014-02-21,000300.XSHG,2284.03,2287.87,2250.65,2264.29,7636899300.0
513,2014-02-24,000300.XSHG,2246.72,2246.72,2194.16,2214.51,8921593900.0
514,2014-02-25,000300.XSHG,2216.51,2225.21,2150.09,2157.91,9323755100.0
515,2014-02-26,000300.XSHG,2147.74,2164.7,2137.08,2163.41,7799329700.0
516,2014-02-27,000300.XSHG,2170.81,2180.06,2150.14,2154.11,9010429600.0
517,2014-02-28,000300.XSHG,2149.45,2180.47,2133.55,2178.97,7666805700.0
518,2014-03-03,000300.XSHG,2173.91,2194.22,2167.91,2190.37,8207231400.0
519,2014-03-04,000300.XSHG,2183.86,2188.6,2161.59,2184.27,7306925000.0
520,2014-03-05,000300.XSHG,2187.35,2189.09,2159.59,2163.98,6133201500.0
521,2014-03-06,000300.XSHG,2159.4,2181.43,2136.45,2173.63,6909376700.0
522,2014-03-07,000300.XSHG,2170.04,2189.39,2161.44,2168.36,6426517700.0
523,2014-03-10,000300.XSHG,2149.68,2149.68,2095.07,2097.79,7141640700.0
524,2014-03-11,000300.XSHG,2092.61,2118.79,2088.73,2108.66,5762124300.0
525,2014-03-12,000300.XSHG,2102.8,2130.59,2090.76,2114.13,7006974700.0
526,2014-03-13,000300.XSHG,2119.55,2149.44,2115.99,2140.33,6922602800.0
527,2014-03-14,000300.XSHG,2129.87,2140.38,2109.57,2122.84,5861773700.0
528,2014-03-17,000300.XSHG,2132.79,2143.2,2118.95,2143.04,5240944500.0
529,2014-03-18,000300.XSHG,2146.12,2152.46,2134.92,2138.13,5535413200.0
530,2014-03-19,000300.XSHG,2131.28,2131.28,2101.28,2120.87,5930390500.0
531,2014-03-20,000300.XSHG,2116.18,2134.79,2086.5,2086.97,6763128500.0
532,2014-03-21,000300.XSHG,2079.87,2163.22,2077.76,2158.8,10402480700.0
533,2014-03-24,000300.XSHG,2161.9,2186.73,2150.87,2176.55,10449198400.0
534,2014-03-25,000300.XSHG,2170.78,2191.49,2164.67,2174.44,8687751000.0
535,2014-03-26,000300.XSHG,2181.23,2186.08,2165.22,2171.05,5827617600.0
536,2014-03-27,000300.XSHG,2168.34,2186.89,2146.92,2155.71,7127513200.0
537,2014-03-28,000300.XSHG,2154.51,2172.67,2144.58,2151.97,7008607300.0
538,2014-03-31,000300.XSHG,2156.05,2165.25,2134.42,2146.3,5545748800.0
539,2014-04-01,000300.XSHG,2143.72,2170.09,2141.15,2163.11,4886640300.0
540,2014-04-02,000300.XSHG,2166.07,2182.68,2164.01,2180.73,6503925700.0
541,2014-04-03,000300.XSHG,2188.64,2196.14,2160.75,2165.01,7153603200.0
542,2014-04-04,000300.XSHG,2157.98,2186.15,2155.28,2185.47,4794588800.0
543,2014-04-08,000300.XSHG,2179.92,2243.97,2178.91,2237.32,9721911700.0
544,2014-04-09,000300.XSHG,2239.79,2246.79,2228.99,2238.62,6635726800.0
545,2014-04-10,000300.XSHG,2241.45,2290.74,2229.51,2273.76,11454540500.0
546,2014-04-11,000300.XSHG,2269.57,2281.11,2261.13,2270.67,9061589700.0
547,2014-04-14,000300.XSHG,2267.94,2275.83,2255.46,2268.61,6226499800.0
548,2014-04-15,000300.XSHG,2261.41,2261.47,2225.68,2229.46,6821813000.0
549,2014-04-16,000300.XSHG,2223.47,2245.32,2221.15,2232.53,5167801000.0
550,2014-04-17,000300.XSHG,2238.78,2241.62,2221.95,2224.8,4833362800.0
551,2014-04-18,000300.XSHG,2215.88,2228.77,2203.05,2224.48,5075799500.0
552,2014-04-21,000300.XSHG,2209.94,2231.71,2186.76,2187.25,5627828000.0
553,2014-04-22,000300.XSHG,2184.02,2196.85,2165.07,2196.8,5709469400.0
554,2014-04-23,000300.XSHG,2191.23,2205.59,2187.39,2194.67,4776353100.0
555,2014-04-24,000300.XSHG,2192.77,2209.45,2186.76,2190.47,4505891100.0
556,2014-04-25,000300.XSHG,2195.82,2201.71,2167.64,2167.83,6024538300.0
557,2014-04-28,000300.XSHG,2165.77,2171.39,2132.7,2134.97,6048518700.0
558,2014-04-29,000300.XSHG,2134.41,2159.38,2131.78,2158.47,4820493100.0
559,2014-04-30,000300.XSHG,2158.76,2164.18,2153.12,2158.66,4533462400.0
560,2014-05-05,000300.XSHG,2152.59,2161.7,2131.23,2156.47,4934407300.0
561,2014-05-06,000300.XSHG,2151.39,2173.62,2150.11,2157.33,4808651900.0
562,2014-05-07,000300.XSHG,2151.47,2153.72,2136.99,2137.32,4460747000.0
563,2014-05-08,000300.XSHG,2132.04,2168.21,2128.32,2135.5,4833245200.0
564,2014-05-09,000300.XSHG,2138.84,2141.56,2120.59,2133.91,4918113500.0
565,2014-05-12,000300.XSHG,2150.31,2184.33,2139.48,2180.05,8347256000.0
566,2014-05-13,000300.XSHG,2180.06,2185.05,2167.77,2174.85,6491251800.0
567,2014-05-14,000300.XSHG,2175.09,2184.22,2169.0,2172.37,4851420600.0
568,2014-05-15,000300.XSHG,2169.28,2171.45,2142.34,2144.08,4673403200.0
569,2014-05-16,000300.XSHG,2143.93,2150.5,2132.19,2145.95,4225319700.0
570,2014-05-19,000300.XSHG,2139.36,2139.36,2105.71,2115.14,4289360700.0
571,2014-05-20,000300.XSHG,2124.71,2131.57,2110.72,2115.77,3729968300.0
572,2014-05-21,000300.XSHG,2106.76,2136.1,2096.51,2135.91,3894604200.0
573,2014-05-22,000300.XSHG,2134.09,2160.91,2128.86,2130.87,4625273600.0
574,2014-05-23,000300.XSHG,2130.78,2148.58,2128.66,2148.41,3762310500.0
575,2014-05-26,000300.XSHG,2161.89,2165.42,2147.45,2155.98,3955065600.0
576,2014-05-27,000300.XSHG,2154.39,2160.03,2145.75,2147.28,3589717100.0
577,2014-05-28,000300.XSHG,2147.47,2171.17,2142.01,2169.35,5005626000.0
578,2014-05-29,000300.XSHG,2171.26,2178.09,2154.93,2155.16,4489155600.0
579,2014-05-30,000300.XSHG,2156.38,2166.91,2146.22,2156.46,4392386300.0
580,2014-06-03,000300.XSHG,2157.64,2168.99,2149.29,2149.92,4198295400.0
581,2014-06-04,000300.XSHG,2149.41,2149.45,2117.31,2128.27,4181724900.0
582,2014-06-05,000300.XSHG,2126.61,2150.93,2123.52,2150.6,3647742400.0
583,2014-06-06,000300.XSHG,2149.21,2149.78,2123.98,2134.72,3573805800.0
584,2014-06-09,000300.XSHG,2128.22,2153.9,2126.66,2134.28,3931106000.0
585,2014-06-10,000300.XSHG,2138.67,2161.53,2132.45,2161.27,5050790200.0
586,2014-06-11,000300.XSHG,2156.15,2163.61,2152.08,2160.77,4256371800.0
587,2014-06-12,000300.XSHG,2156.76,2160.99,2148.41,2153.41,4302584300.0
588,2014-06-13,000300.XSHG,2150.99,2183.64,2150.57,2176.24,5925287600.0
589,2014-06-16,000300.XSHG,2176.44,2196.34,2174.28,2191.86,6329687500.0
590,2014-06-17,000300.XSHG,2185.68,2185.68,2168.45,2169.67,4993366500.0
591,2014-06-18,000300.XSHG,2169.25,2172.55,2158.5,2160.24,4946389700.0
592,2014-06-19,000300.XSHG,2161.43,2166.41,2119.5,2126.91,5316264500.0
593,2014-06-20,000300.XSHG,2124.96,2137.03,2120.81,2136.73,4239371900.0
594,2014-06-23,000300.XSHG,2137.93,2147.23,2132.45,2134.11,4117925800.0
595,2014-06-24,000300.XSHG,2131.69,2145.21,2130.29,2144.82,4016435600.0
596,2014-06-25,000300.XSHG,2141.73,2141.73,2126.03,2133.37,3766610000.0
597,2014-06-26,000300.XSHG,2135.16,2151.11,2134.89,2149.08,4435116600.0
598,2014-06-27,000300.XSHG,2146.37,2159.53,2138.93,2150.26,5272289600.0
599,2014-06-30,000300.XSHG,2152.31,2168.22,2152.31,2165.12,5430418800.0
600,2014-07-01,000300.XSHG,2169.2,2171.15,2157.13,2164.56,5332310000.0
601,2014-07-02,000300.XSHG,2164.0,2171.51,2155.61,2170.87,5968550100.0
602,2014-07-03,000300.XSHG,2169.0,2184.96,2164.84,2180.19,6369069000.0
603,2014-07-04,000300.XSHG,2180.45,2183.8,2174.07,2178.7,5285110600.0
604,2014-07-07,000300.XSHG,2178.55,2186.2,2171.08,2176.29,5024233400.0
605,2014-07-08,000300.XSHG,2174.83,2180.78,2163.36,2180.47,5074359900.0
606,2014-07-09,000300.XSHG,2178.14,2178.51,2148.26,2148.71,6202204600.0
607,2014-07-10,000300.XSHG,2146.6,2151.77,2139.52,2142.85,5573249700.0
608,2014-07-11,000300.XSHG,2136.32,2154.74,2134.8,2148.01,6137427400.0
609,2014-07-14,000300.XSHG,2149.54,2171.9,2145.28,2171.76,6615886300.0
610,2014-07-15,000300.XSHG,2170.09,2176.27,2165.21,2174.98,7181569400.0
611,2014-07-16,000300.XSHG,2172.82,2183.25,2166.77,2170.87,8156023000.0
612,2014-07-17,000300.XSHG,2166.83,2166.93,2147.08,2157.07,5945356800.0
613,2014-07-18,000300.XSHG,2147.66,2176.32,2145.45,2164.14,6547329500.0
614,2014-07-21,000300.XSHG,2164.22,2171.94,2158.95,2166.3,5417226000.0
615,2014-07-22,000300.XSHG,2162.44,2197.59,2162.24,2192.7,7854258300.0
616,2014-07-23,000300.XSHG,2191.39,2210.28,2190.55,2197.83,8421387200.0
617,2014-07-24,000300.XSHG,2199.83,2239.82,2199.83,2237.01,11943553400.0
618,2014-07-25,000300.XSHG,2243.07,2260.89,2239.07,2260.45,9897283800.0
619,2014-07-28,000300.XSHG,2272.38,2331.47,2272.38,2323.9,17986933300.0
620,2014-07-29,000300.XSHG,2326.04,2342.77,2316.22,2331.37,13426964100.0
621,2014-07-30,000300.XSHG,2324.69,2339.04,2316.06,2322.01,12302283200.0
622,2014-07-31,000300.XSHG,2321.97,2350.55,2316.59,2350.25,11098776900.0
623,2014-08-01,000300.XSHG,2341.23,2371.5,2328.97,2329.4,12631739000.0
624,2014-08-04,000300.XSHG,2336.63,2375.62,2332.14,2375.62,11671375400.0
625,2014-08-05,000300.XSHG,2376.8,2380.77,2353.8,2369.35,11186178900.0
626,2014-08-06,000300.XSHG,2358.21,2371.67,2334.33,2363.22,11634182900.0
627,2014-08-07,000300.XSHG,2363.61,2369.2,2326.27,2327.46,11672921000.0
628,2014-08-08,000300.XSHG,2329.18,2339.27,2319.29,2331.13,8673969400.0
629,2014-08-11,000300.XSHG,2338.01,2367.0,2337.01,2365.35,9160117100.0
630,2014-08-12,000300.XSHG,2361.17,2361.17,2344.72,2357.05,9182260800.0
631,2014-08-13,000300.XSHG,2358.46,2370.51,2335.69,2358.9,11044778900.0
